journal_id,journal_name,field
10131,Journal of Hematology & Oncology,Medicine
10147,Journal of Hip Preservation Surgery,Medicine
10120,Journal of Health Management,"Economics, Econometrics and Finance"
10114,Journal of Health and Allied Sciences NU,Dentistry
10127,Journal of Hebrew Scriptures,Arts and Humanities
10137,JOURNAL OF HERBS SPICES AND MEDICINAL PLANTS,Agricultural and Biological Sciences
10141,JOURNAL OF HEURISTICS,Engineering
10123,Journal of Health Research,Medicine
10144,JOURNAL OF HIGH SPEED NETWORKS,Engineering
10132,Journal of Hematopathology,Medicine
10142,Journal of High Energy Astrophysics,Physics and Astronomy
10125,Journal of Healthcare Quality Research,Health Professions
10117,Journal of Health Care Chaplaincy,Social Sciences
10146,Journal of Hindu Studies,Arts and Humanities
10130,Journal of Hematology,Medicine
10124,Journal of Healthcare Informatics Research,Computer Science
10115,Journal of Health and Safety at Work,Health Professions
10157,JOURNAL OF HISTOTECHNOLOGY,"Biochemistry, Genetics and Molecular Biology"
10182,JOURNAL OF HUMAN RESOURCES,Social Sciences
10164,Journal of Hospice & Palliative Nursing,Medicine
10174,Journal of Human Behavior in the Social Environment,Health Professions
10169,Journal of Hospitality and Tourism Management,Social Sciences
10167,Journal of Hospitality & Tourism Research,Social Sciences
10156,JOURNAL OF HISTORICAL SOCIOLOGY,"Economics, Econometrics and Finance"
10173,JOURNAL OF HOUSING ECONOMICS,"Economics, Econometrics and Finance"
10163,Journal of Horticultural Sciences,Agricultural and Biological Sciences
10183,Journal of Human Rights,Social Sciences
10168,Journal of Hospitality and Tourism Insights,Social Sciences
10160,Journal of Homeland Security and Emergency Management,Social Sciences
10172,Journal of Hospitality Marketing & Management,"Business, Management and Accounting"
10171,Journal of Hospitality Leisure Sport & Tourism Education,"Business, Management and Accounting"
10170,Journal of Hospitality and Tourism Technology,Social Sciences
10185,Journal of Human Rights Practice,Social Sciences
10158,Journal of HIV-AIDS & Social Services,Medicine
10152,Journal of Historical Pragmatics,Arts and Humanities
10153,Journal of Historical Research in Marketing,"Business, Management and Accounting"
10154,Journal of Historical Research in Music Education,Arts and Humanities
10184,Journal of Human Rights and Social Work,Social Sciences
10161,Journal of Homotopy and Related Structures,Mathematics
10175,Journal of Human Capital,"Economics, Econometrics and Finance"
10151,Journal of Historical Linguistics,Arts and Humanities
10159,Journal of Holy Land and Palestine Studies,Social Sciences
10155,Journal of Historical Sociolinguistics,Social Sciences
10198,Journal of Hydrology,Environmental Science
10215,JOURNAL OF IMMUNOLOGICAL METHODS,Medicine
10200,Journal of Hydrology-Regional Studies,Environmental Science
10190,JOURNAL OF HUMANISTIC PSYCHOLOGY,Psychology
10208,Journal of Ichthyology,Agricultural and Biological Sciences
10212,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,Physics and Astronomy
10222,Journal of Indian Academy of Oral Medicine and Radiology,Dentistry
10220,JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,Social Sciences
10211,Journal of IMAB,Dentistry
10186,Journal of Human Sport and Exercise,Medicine
10224,Journal of Indian Association of Public Health Dentistry,Dentistry
10227,JOURNAL OF INDIAN PHILOSOPHY,Arts and Humanities
10191,Journal of Hunger & Environmental Nutrition,Health Professions
10189,Journal of Humanistic Mathematics,Mathematics
10202,JOURNAL OF HYMENOPTERA RESEARCH,Agricultural and Biological Sciences
10214,Journal of Immigrant & Refugee Studies,Social Sciences
10205,Journal of Iberian and Latin American Research,Social Sciences
10187,Journal of Human Values,Social Sciences
10223,Journal of Indian Association for Child and Adolescent Mental Health,Psychology
10203,Journal of Hyperbolic Differential Equations,Mathematics
10206,Journal of Iberian and Latin American Studies,Arts and Humanities
10207,JOURNAL OF IBERIAN GEOLOGY,Earth and Planetary Sciences
10188,Journal of Humanistic Counseling,Psychology
10225,Journal of Indian Council of Philosophical Research,Arts and Humanities
10213,Journal of Immersion and Content-Based Language Education,Arts and Humanities
10209,Journal of ICT Research and Applications,Computer Science
10210,Journal of Illustration,Arts and Humanities
10226,Journal of Indian Geophysical Union,Earth and Planetary Sciences
10246,JOURNAL OF INFECTIOUS DISEASES,Immunology and Microbiology
10241,JOURNAL OF INFECTION,Medicine
10232,Journal of Industrial and Engineering Chemistry,Energy
10239,JOURNAL OF INEQUALITIES AND APPLICATIONS,Mathematics
10244,Journal of Infection in Developing Countries,"Biochemistry, Genetics and Molecular Biology"
10243,Journal of Infection and Public Health,Medicine
10234,JOURNAL OF INDUSTRIAL ECOLOGY,Environmental Science
10250,JOURNAL OF INFORMATION & OPTIMIZATION SCIENCES,"Business, Management and Accounting"
10233,Journal of Industrial and Management Optimization,"Business, Management and Accounting"
10260,JOURNAL OF INFORMATION TECHNOLOGY,"Business, Management and Accounting"
10228,Journal of Indian Prosthodontic Society,Dentistry
10249,Journal of Information & Knowledge Management,Social Sciences
10258,JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,Computer Science
10231,Journal of Industrial and Business Economics,"Economics, Econometrics and Finance"
10256,Journal of Information Processing Systems,Computer Science
10235,Journal of Industrial Information Integration,Engineering
10245,Journal of Infection Prevention,Medicine
10248,Journal of Inflammation-London,Immunology and Microbiology
10229,Journal of Individual Differences,Psychology
10238,Journal of Industry Competition & Trade,"Economics, Econometrics and Finance"
10255,Journal of Information Policy,Engineering
10262,Journal of Information Technology Research,Computer Science
10251,Journal of Information and Communication Technology-Malaysia,Computer Science
10230,JOURNAL OF INDO-EUROPEAN STUDIES,Arts and Humanities
10261,Journal of Information Technology Education-Innovations in Practice,Social Sciences
10252,Journal of Information and Organizational Sciences,Decision Sciences
10240,Journal of Inequalities and Special Functions,Mathematics
10253,Journal of Information Assurance and Security,Computer Science
10283,Journal of Instrumentation,Physics and Astronomy
10296,Journal of Integrative Plant Biology,Agricultural and Biological Sciences
10290,Journal of Integrative Agriculture,Agricultural and Biological Sciences
10300,Journal of Intellectual Property Law & Practice,Social Sciences
10306,JOURNAL OF INTELLIGENT MANUFACTURING,Engineering
10266,Journal of Infrastructure Policy and Development,"Economics, Econometrics and Finance"
10264,JOURNAL OF INFRARED AND MILLIMETER WAVES,Engineering
10275,JOURNAL OF INSECT BEHAVIOR,Agricultural and Biological Sciences
10281,JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,"Economics, Econometrics and Finance"
10297,Journal of Intellectual Capital,"Business, Management and Accounting"
10280,Journal of Insects as Food and Feed,Agricultural and Biological Sciences
10270,Journal of Innovation & Knowledge,"Business, Management and Accounting"
10269,Journal of Innate Immunity,Immunology and Microbiology
10287,Journal of Integrated Care,Social Sciences
10298,Journal of Intellectual Disabilities,Psychology
10286,Journal of Integral Equations and Applications,Mathematics
10291,Journal of Integrative and Complementary Medicine,Medicine
10292,Journal of Integrative Bioinformatics,"Biochemistry, Genetics and Molecular Biology"
10288,Journal of Integrated Design & Process Science,Engineering
10276,Journal of Insect Biodiversity,Agricultural and Biological Sciences
10282,Journal of Institutional Studies,Social Sciences
10301,Journal of Intelligence Studies in Business,"Business, Management and Accounting"
10299,Journal of Intellectual Disabilities and Offending Behaviour,Psychology
10312,Journal of Interactional Research in Communication Disorders,Arts and Humanities
10304,Journal of Intelligent and Connected Vehicles,Engineering
10285,Journal of Integer Sequences,Mathematics
10311,Journal of Inter-Organizational Relationships,"Business, Management and Accounting"
10317,JOURNAL OF INTERDISCIPLINARY HISTORY,"Economics, Econometrics and Finance"
10322,JOURNAL OF INTERNAL MEDICINE,Medicine
10330,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,"Business, Management and Accounting"
10318,JOURNAL OF INTERDISCIPLINARY MATHEMATICS,Mathematics
10336,Journal of International Financial Markets Institutions & Money,"Economics, Econometrics and Finance"
10328,Journal of International Arbitration,"Business, Management and Accounting"
10332,Journal of International Criminal Justice,Social Sciences
10315,Journal of Intercultural Studies,Social Sciences
10338,Journal of International Management,"Business, Management and Accounting"
10324,Journal of International Advanced Otology,Neuroscience
10320,Journal of Intergenerational Relationships,Social Sciences
10339,JOURNAL OF INTERNATIONAL MARKETING,"Business, Management and Accounting"
10313,JOURNAL OF INTERACTIVE MARKETING,Social Sciences
10314,JOURNAL OF INTERCONNECTION NETWORKS,Computer Science
10316,Journal of Interdisciplinary Economics,"Economics, Econometrics and Finance"
10321,Journal of Interior Design,Arts and Humanities
10335,Journal of International Financial Management & Accounting,"Business, Management and Accounting"
10323,Journal of International Accounting Research,"Business, Management and Accounting"
10333,Journal of International Dispute Settlement,"Business, Management and Accounting"
10327,Journal of International and Intercultural Communication,Social Sciences
10331,Journal of International Commerce Economics and Policy,"Economics, Econometrics and Finance"
10337,Journal of International Humanitarian Legal Studies,Social Sciences
10334,Journal of International Education in Business,Social Sciences
10329,Journal of International Business Policy,"Business, Management and Accounting"
10325,Journal of International and Comparative Education,Social Sciences
10356,JOURNAL OF INVESTIGATIVE DERMATOLOGY,Medicine
10340,JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,Medicine
10365,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,Engineering
10351,JOURNAL OF INTERVENTIONAL CARDIOLOGY,Medicine
10368,Journal of Islamic Studies,Social Sciences
10348,Journal of Internet Technology,Computer Science
10353,Journal of Inverse and Ill-Posed Problems,Mathematics
10361,Journal of Investing,"Economics, Econometrics and Finance"
10341,Journal of International Migration and Integration,Social Sciences
10358,Journal of Investigative Medicine High Impact Case Reports,Medicine
10352,JOURNAL OF INVASIVE CARDIOLOGY,Medicine
10345,Journal of International Students,Social Sciences
10344,Journal of International Society of Preventive and Community Dentistry,Dentistry
10355,JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,Medicine
10342,Journal of International Oral Health,Dentistry
10369,Journal of Island & Coastal Archaeology,Earth and Planetary Sciences
10370,Journal of Israeli History,Social Sciences
10359,Journal of Investigative Psychology and Offender Profiling,Psychology
10343,Journal of International Political Theory,Social Sciences
10347,Journal of International Trade Law and Policy,"Economics, Econometrics and Finance"
10367,Journal of Islamic Manuscripts,Social Sciences
10346,Journal of International Studies-JIS,Social Sciences
10366,Journal of Islamic Archaeology,Arts and Humanities
10363,Journal of Investment Strategies,"Economics, Econometrics and Finance"
10362,Journal of Investment Management,"Business, Management and Accounting"
10394,JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,Medicine
10389,Journal of Korean Neurosurgical Society,Medicine
10378,JOURNAL OF JEWISH STUDIES,Arts and Humanities
10384,JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS,Mathematics
10374,JOURNAL OF JAPANESE STUDIES,Social Sciences
10382,Journal of King Saud University-Computer and Information Sciences,Computer Science
10387,Journal of Korean Academy of Nursing,Health Professions
10385,Journal of Knowledge Management,Social Sciences
10391,Journal of Korean Society for Atmospheric Environment,Earth and Planetary Sciences
10395,JOURNAL OF LABOR RESEARCH,Social Sciences
10375,Journal of Jesuit Studies,Arts and Humanities
10397,Journal of Laboratory Physicians,"Biochemistry, Genetics and Molecular Biology"
10376,Journal of Jewish Education,Social Sciences
10386,Journal of Korea Trade,"Economics, Econometrics and Finance"
10399,Journal of Landscape Architecture,Environmental Science
10371,Journal of Istanbul Faculty of Medicine-Istanbul Tip Fakultesi Dergisi,Arts and Humanities
10392,Journal of Korean Studies,Social Sciences
10372,Journal of Italian Cinema and Media Studies,Social Sciences
10401,Journal of Language and Education,Arts and Humanities
10403,Journal of Language Contact,Social Sciences
10396,Journal of Laboratory Medicine,Medicine
10379,JOURNAL OF JEWISH THOUGHT & PHILOSOPHY,Social Sciences
10400,Journal of Language Aggression and Conflict,Arts and Humanities
10390,Journal of Korean Religions,Social Sciences
10377,Journal of Jewish Languages,Arts and Humanities
10402,Journal of Language and Literacy Education,Arts and Humanities
10373,Journal of Japanese Philosophy,Social Sciences
10393,Journal of Krishna Institute of Medical Sciences University,Medicine
10408,JOURNAL OF LARYNGOLOGY AND OTOLOGY,Medicine
10416,JOURNAL OF LATIN AMERICAN STUDIES,Social Sciences
10407,Journal of Laparoendoscopic & Advanced Surgical Techniques,Medicine
10424,JOURNAL OF LAW AND SOCIETY,Social Sciences
10422,Journal of Law and Religion,Social Sciences
10433,JOURNAL OF LEGAL STUDIES,"Economics, Econometrics and Finance"
10413,Journal of Latin American and Caribbean Anthropology,Social Sciences
10415,Journal of Latin American Geography,Agricultural and Biological Sciences
10432,JOURNAL OF LEGAL MEDICINE,Health Professions
10418,JOURNAL OF LATINOS AND EDUCATION,Social Sciences
10426,JOURNAL OF LAW ECONOMICS & ORGANIZATION,"Economics, Econometrics and Finance"
10431,Journal of Legal History,Social Sciences
10404,Journal of Language Identity and Education,Social Sciences
10430,Journal of Leadership Studies,"Business, Management and Accounting"
10410,Journal of Laser Micro Nanoengineering,Engineering
10414,Journal of Latin American Cultural Studies,Social Sciences
10411,Journal of Lasers in Medical Sciences,Medicine
10429,Journal of Leadership & Organizational Studies,"Business, Management and Accounting"
10412,Journal of Late Antiquity,Social Sciences
10417,Journal of Latin Linguistics,Arts and Humanities
10420,Journal of Law and Medicine,Health Professions
10419,Journal of Law and Courts,Social Sciences
10405,Journal of Language Literature and Culture,Arts and Humanities
10427,Journal of Law Finance and Accounting,"Business, Management and Accounting"
10446,JOURNAL OF LIPID RESEARCH,Medicine
10464,JOURNAL OF LOW TEMPERATURE PHYSICS,Physics and Astronomy
10449,JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,Chemistry
10445,JOURNAL OF LINGUISTICS,Arts and Humanities
10440,Journal of Library Administration,Social Sciences
10458,JOURNAL OF LOGIC AND COMPUTATION,Computer Science
10439,JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,Social Sciences
10468,Journal of Machinery Manufacture and Reliability,Engineering
10442,JOURNAL OF LIE THEORY,Mathematics
10452,Journal of Literary Studies,Social Sciences
10444,JOURNAL OF LIMNOLOGY,Environmental Science
10435,Journal of Legislative Studies,Social Sciences
10436,Journal of Lesbian Studies,Psychology
10451,JOURNAL OF LITERARY SEMANTICS,Psychology
10459,Journal of Logic Language and Information,Computer Science
10450,JOURNAL OF LITERACY RESEARCH,Arts and Humanities
10460,Journal of Logical and Algebraic Methods in Programming,Computer Science
10434,Journal of Legal Studies Education,"Business, Management and Accounting"
10463,Journal of Low Power Electronics and Applications,Engineering
10454,Journal of Lithic Studies,Social Sciences
10453,Journal of Literary Theory,Arts and Humanities
10455,Journal of Livestock Science,"Biochemistry, Genetics and Molecular Biology"
10456,Journal of Location Based Services,Social Sciences
10447,Journal of Lipids,Medicine
10438,Journal of LGBTQ Issues in Counseling,Psychology
10457,Journal of Logic and Analysis,Mathematics
10441,Journal of Library and Information Studies,Social Sciences
