Journal name,Year,JIF,Rank," 9,483.00 ",,,,,,
MICROSCOPY AND MICROANALYSIS,2022,2.8,4430, 46.72 ,,,,,,
Mine Water and the Environment,2022,2.8,4431, 46.73 ,,,,,,
MOLECULAR BIOLOGY REPORTS,2022,2.8,4432, 46.74 ,,,,,,
Molecular Imaging,2022,2.8,4433, 46.75 ,,,,,,
MYCOLOGIA,2022,2.8,4434, 46.76 ,,,,,,
NEUROMODULATION,2022,2.8,4435, 46.77 ,,,,,,
NEUROMUSCULAR DISORDERS,2022,2.8,4436, 46.78 ,,,,,,
NEURORADIOLOGY,2022,2.8,4437, 46.79 ,,,,,,
NEUROSURGICAL REVIEW,2022,2.8,4438, 46.80 ,,,,,,
NUCLEAR PHYSICS B,2022,2.8,4439, 46.81 ,,,,,,
Nuclear Science and Techniques,2022,2.8,4440, 46.82 ,,,,,,
OCEANOGRAPHY,2022,2.8,4441, 46.83 ,,,,,,
Optical Materials Express,2022,2.8,4442, 46.84 ,,,,,,
ORGANOMETALLICS,2022,2.8,4443, 46.85 ,,,,,,
PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,2022,2.8,4444, 46.86 ,,,,,,
PATHOLOGY & ONCOLOGY RESEARCH,2022,2.8,4445, 46.87 ,,,,,,
PATHOLOGY RESEARCH AND PRACTICE,2022,2.8,4446, 46.88 ,,,,,,
PERITONEAL DIALYSIS INTERNATIONAL,2022,2.8,4447, 46.89 ,,,,,,
PHARMACOGENOMICS JOURNAL,2022,2.8,4448, 46.90 ,,,,,,
PHYSICA B-CONDENSED MATTER,2022,2.8,4449, 46.92 ,,,,,,
Physica Status Solidi-Rapid Research Letters,2022,2.8,4450, 46.93 ,,,,,,
POLYMER JOURNAL,2022,2.8,4451, 46.94 ,,,,,,
PRAMANA-JOURNAL OF PHYSICS,2022,2.8,4452, 46.95 ,,,,,,
Preventive Medicine Reports,2022,2.8,4453, 46.96 ,,,,,,
PROSTATE,2022,2.8,4454, 46.97 ,,,,,,
Quality Technology and Quantitative Management,2022,2.8,4455, 46.98 ,,,,,,
Quantitative Imaging in Medicine and Surgery,2022,2.8,4456, 46.99 ,,,,,,
QUEST,2022,2.8,4457, 47.00 ,,,,,,
Recent Patents on Anti-Cancer Drug Discovery,2022,2.8,4458, 47.01 ,,,,,,
REQUIREMENTS ENGINEERING,2022,2.8,4459, 47.02 ,,,,,,
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,2022,2.8,4460, 47.03 ,,,,,,
REVISTA DE SAUDE PUBLICA,2022,2.8,4461, 47.04 ,,,,,,
Science & Education,2022,2.8,4462, 47.05 ,,,,,,
SEDIMENTARY GEOLOGY,2022,2.8,4463, 47.06 ,,,,,,
SEPARATION SCIENCE AND TECHNOLOGY,2022,2.8,4464, 47.07 ,,,,,,
SOLAR PHYSICS,2022,2.8,4465, 47.08 ,,,,,,
Structural Dynamics-US,2022,2.8,4466, 47.09 ,,,,,,
SURFACE ENGINEERING,2022,2.8,4467, 47.11 ,,,,,,
TECHNOLOGY IN CANCER RESEARCH & TREATMENT,2022,2.8,4468, 47.12 ,,,,,,
Therapeutics and Clinical Risk Management,2022,2.8,4469, 47.13 ,,,,,,
THERIOGENOLOGY,2022,2.8,4470, 47.14 ,,,,,,
TOXICON,2022,2.8,4471, 47.15 ,,,,,,
Transportation Letters-The International Journal of Transportation Research,2022,2.8,4472, 47.16 ,,,,,,
Transportmetrica B-Transport Dynamics,2022,2.8,4473, 47.17 ,,,,,,
VADOSE ZONE JOURNAL,2022,2.8,4474, 47.18 ,,,,,,
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2022,2.8,4475, 47.19 ,,,,,,
ACM Transactions on Autonomous and Adaptive Systems,2022,2.7,4476, 47.20 ,,,,,,
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,2022,2.7,4477, 47.21 ,,,,,,
ACTA MECHANICA,2022,2.7,4478, 47.22 ,,,,,,
ACTA NEUROLOGICA BELGICA,2022,2.7,4479, 47.23 ,,,,,,
ACTA TROPICA,2022,2.7,4480, 47.24 ,,,,,,
Advances in Medical Sciences,2022,2.7,4481, 47.25 ,,,,,,
Allergy Asthma and Clinical Immunology,2022,2.7,4482, 47.26 ,,,,,,
Alpine Botany,2022,2.7,4483, 47.27 ,,,,,,
AMERICAN JOURNAL OF CRITICAL CARE,2022,2.7,4484, 47.28 ,,,,,,
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,2022,2.7,4485, 47.30 ,,,,,,
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,2022,2.7,4486, 47.31 ,,,,,,
AMERICAN JOURNAL OF NURSING,2022,2.7,4487, 47.32 ,,,,,,
Animal Biotelemetry,2022,2.7,4488, 47.33 ,,,,,,
ANIMAL COGNITION,2022,2.7,4489, 47.34 ,,,,,,
Annals of Gastroenterological Surgery,2022,2.7,4490, 47.35 ,,,,,,
APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,2022,2.7,4491, 47.36 ,,,,,,
Applied Sciences-Basel,2022,2.7,4492, 47.37 ,,,,,,
ARCHIVES OF VIROLOGY,2022,2.7,4493, 47.38 ,,,,,,
Asian Journal of Organic Chemistry,2022,2.7,4494, 47.39 ,,,,,,
ATLA-ALTERNATIVES TO LABORATORY ANIMALS,2022,2.7,4495, 47.40 ,,,,,,
AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,2022,2.7,4496, 47.41 ,,,,,,
BEHAVIOURAL BRAIN RESEARCH,2022,2.7,4497, 47.42 ,,,,,,
Beilstein Journal of Organic Chemistry,2022,2.7,4498, 47.43 ,,,,,,
BIOFOULING,2022,2.7,4499, 47.44 ,,,,,,
BIOLOGY OF THE CELL,2022,2.7,4500, 47.45 ,,,,,,
BIOMETRIKA,2022,2.7,4501, 47.46 ,,,,,,
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,2022,2.7,4502, 47.47 ,,,,,,
BIOTECHNIQUES,2022,2.7,4503, 47.48 ,,,,,,
BIOTECHNOLOGY LETTERS,2022,2.7,4504, 47.50 ,,,,,,
BMC Endocrine Disorders,2022,2.7,4505, 47.51 ,,,,,,
BMC Medical Ethics,2022,2.7,4506, 47.52 ,,,,,,
BMC Medical Genomics,2022,2.7,4507, 47.53 ,,,,,,
BMC MEDICAL IMAGING,2022,2.7,4508, 47.54 ,,,,,,
BMJ Supportive & Palliative Care,2022,2.7,4509, 47.55 ,,,,,,
BRAIN TOPOGRAPHY,2022,2.7,4510, 47.56 ,,,,,,
Breastfeeding Medicine,2022,2.7,4511, 47.57 ,,,,,,
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,2022,2.7,4512, 47.58 ,,,,,,
BURNS,2022,2.7,4513, 47.59 ,,,,,,
Canadian Journal of Gastroenterology and Hepatology,2022,2.7,4514, 47.60 ,,,,,,
CELLS TISSUES ORGANS,2022,2.7,4515, 47.61 ,,,,,,
CLINICAL CARDIOLOGY,2022,2.7,4516, 47.62 ,,,,,,
CLINICAL JOURNAL OF SPORT MEDICINE,2022,2.7,4517, 47.63 ,,,,,,
Clinical Lymphoma Myeloma & Leukemia,2022,2.7,4518, 47.64 ,,,,,,
Clinical Trials,2022,2.7,4519, 47.65 ,,,,,,
Clinics,2022,2.7,4520, 47.66 ,,,,,,
Clinics and Research in Hepatology and Gastroenterology,2022,2.7,4521, 47.67 ,,,,,,
CLINICS IN DERMATOLOGY,2022,2.7,4522, 47.69 ,,,,,,
Conservation Physiology,2022,2.7,4523, 47.70 ,,,,,,
CONSTRUCTIVE APPROXIMATION,2022,2.7,4524, 47.71 ,,,,,,
CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,2022,2.7,4525, 47.72 ,,,,,,
CRYOBIOLOGY,2022,2.7,4526, 47.73 ,,,,,,
Crystals,2022,2.7,4527, 47.74 ,,,,,,
Current Molecular Pharmacology,2022,2.7,4528, 47.75 ,,,,,,
Current Stem Cell Research & Therapy,2022,2.7,4529, 47.76 ,,,,,,
DEVELOPMENTAL BIOLOGY,2022,2.7,4530, 47.77 ,,,,,,
DIGESTIVE SURGERY,2022,2.7,4531, 47.78 ,,,,,,
Disaster Medicine and Public Health Preparedness,2022,2.7,4532, 47.79 ,,,,,,
Ecosphere,2022,2.7,4533, 47.80 ,,,,,,
ECOTOXICOLOGY,2022,2.7,4534, 47.81 ,,,,,,
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,2022,2.7,4535, 47.82 ,,,,,,
ELECTRONIC JOURNAL OF BIOTECHNOLOGY,2022,2.7,4536, 47.83 ,,,,,,
ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,2022,2.7,4537, 47.84 ,,,,,,
ENERGY EXPLORATION & EXPLOITATION,2022,2.7,4538, 47.85 ,,,,,,
ENGINEERING IN LIFE SCIENCES,2022,2.7,4539, 47.86 ,,,,,,
ENGINEERING OPTIMIZATION,2022,2.7,4540, 47.88 ,,,,,,
Entropy,2022,2.7,4541, 47.89 ,,,,,,
ENVIRONMENTAL CONSERVATION,2022,2.7,4542, 47.90 ,,,,,,
Estuaries and Coasts,2022,2.7,4543, 47.91 ,,,,,,
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,2022,2.7,4544, 47.92 ,,,,,,
EUROPEAN PHYSICAL JOURNAL A,2022,2.7,4545, 47.93 ,,,,,,
Experimental and Therapeutic Medicine,2022,2.7,4546, 47.94 ,,,,,,
EXPERIMENTAL PHYSIOLOGY,2022,2.7,4547, 47.95 ,,,,,,
Flexible Services and Manufacturing Journal,2022,2.7,4548, 47.96 ,,,,,,
FOOT & ANKLE INTERNATIONAL,2022,2.7,4549, 47.97 ,,,,,,
Forensic Chemistry,2022,2.7,4550, 47.98 ,,,,,,
FRESHWATER BIOLOGY,2022,2.7,4551, 47.99 ,,,,,,
Frontiers of Materials Science,2022,2.7,4552, 48.00 ,,,,,,
GEBURTSHILFE UND FRAUENHEILKUNDE,2022,2.7,4553, 48.01 ,,,,,,
GENERAL AND COMPARATIVE ENDOCRINOLOGY,2022,2.7,4554, 48.02 ,,,,,,
Geriatric Nursing,2022,2.7,4555, 48.03 ,,,,,,
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,2022,2.7,4556, 48.04 ,,,,,,
HEALTH PROMOTION INTERNATIONAL,2022,2.7,4557, 48.05 ,,,,,,
HEREDITAS,2022,2.7,4558, 48.06 ,,,,,,
HONG KONG MEDICAL JOURNAL,2022,2.7,4559, 48.08 ,,,,,,
HUMAN IMMUNOLOGY,2022,2.7,4560, 48.09 ,,,,,,
Hydrology Research,2022,2.7,4561, 48.10 ,,,,,,
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,2022,2.7,4562, 48.11 ,,,,,,
IET Intelligent Transport Systems,2022,2.7,4563, 48.12 ,,,,,,
INTERNATIONAL JOURNAL OF AUDIOLOGY,2022,2.7,4564, 48.13 ,,,,,,
International Journal of Chemical Engineering,2022,2.7,4565, 48.14 ,,,,,,
International Journal of Computers Communications & Control,2022,2.7,4566, 48.15 ,,,,,,
International Journal of Implant Dentistry,2022,2.7,4567, 48.16 ,,,,,,
INTERNATIONAL ORTHOPAEDICS,2022,2.7,4568, 48.17 ,,,,,,
Jornal Brasileiro de Pneumologia,2022,2.7,4569, 48.18 ,,,,,,
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,2022,2.7,4570, 48.19 ,,,,,,
Journal of Applied Oral Science,2022,2.7,4571, 48.20 ,,,,,,
Journal of Arid Environments,2022,2.7,4572, 48.21 ,,,,,,
Journal of Biochemistry,2022,2.7,4573, 48.22 ,,,,,,
JOURNAL OF BIOMOLECULAR NMR,2022,2.7,4574, 48.23 ,,,,,,
JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,2022,2.7,4575, 48.24 ,,,,,,
JOURNAL OF CLINICAL LABORATORY ANALYSIS,2022,2.7,4576, 48.25 ,,,,,,
JOURNAL OF ENDOUROLOGY,2022,2.7,4577, 48.27 ,,,,,,
JOURNAL OF ENGINEERING DESIGN,2022,2.7,4578, 48.28 ,,,,,,
Journal of Flow Chemistry,2022,2.7,4579, 48.29 ,,,,,,
JOURNAL OF FLUORESCENCE,2022,2.7,4580, 48.30 ,,,,,,
JOURNAL OF HEURISTICS,2022,2.7,4581, 48.31 ,,,,,,
JOURNAL OF HUMAN HYPERTENSION,2022,2.7,4582, 48.32 ,,,,,,
JOURNAL OF HYDROINFORMATICS,2022,2.7,4583, 48.33 ,,,,,,
JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,2022,2.7,4584, 48.34 ,,,,,,
Journal of Interprofessional Care,2022,2.7,4585, 48.35 ,,,,,,
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,2022,2.7,4586, 48.36 ,,,,,,
JOURNAL OF MATERIALS RESEARCH,2022,2.7,4587, 48.37 ,,,,,,
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,2022,2.7,4588, 48.38 ,,,,,,
JOURNAL OF MIDWIFERY & WOMENS HEALTH,2022,2.7,4589, 48.39 ,,,,,,
JOURNAL OF MOLECULAR RECOGNITION,2022,2.7,4590, 48.40 ,,,,,,
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,2022,2.7,4591, 48.41 ,,,,,,
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,2022,2.7,4592, 48.42 ,,,,,,
Journal of Nursing Research,2022,2.7,4593, 48.43 ,,,,,,
Journal of Pain Research,2022,2.7,4594, 48.44 ,,,,,,
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,2022,2.7,4595, 48.46 ,,,,,,
JOURNAL OF PHYSICS-CONDENSED MATTER,2022,2.7,4596, 48.47 ,,,,,,
Journal of Plant Ecology,2022,2.7,4597, 48.48 ,,,,,,
Journal of Plastic Reconstructive and Aesthetic Surgery,2022,2.7,4598, 48.49 ,,,,,,
Journal of Psychiatric and Mental Health Nursing,2022,2.7,4599, 48.50 ,,,,,,
JOURNAL OF STORED PRODUCTS RESEARCH,2022,2.7,4600, 48.51 ,,,,,,
JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,2022,2.7,4601, 48.52 ,,,,,,
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,2022,2.7,4602, 48.53 ,,,,,,
JOURNAL OF THE GEOLOGICAL SOCIETY,2022,2.7,4603, 48.54 ,,,,,,
JOURNAL OF THERMAL BIOLOGY,2022,2.7,4604, 48.55 ,,,,,,
Journal of Vibration Engineering & Technologies,2022,2.7,4605, 48.56 ,,,,,,
JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,2022,2.7,4606, 48.57 ,,,,,,
KNOWLEDGE AND INFORMATION SYSTEMS,2022,2.7,4607, 48.58 ,,,,,,
KOREAN JOURNAL OF CHEMICAL ENGINEERING,2022,2.7,4608, 48.59 ,,,,,,
Language Resources and Evaluation,2022,2.7,4609, 48.60 ,,,,,,
LEUKEMIA RESEARCH,2022,2.7,4610, 48.61 ,,,,,,
LIMNOLOGY AND OCEANOGRAPHY-METHODS,2022,2.7,4611, 48.62 ,,,,,,
MACHINING SCIENCE AND TECHNOLOGY,2022,2.7,4612, 48.63 ,,,,,,
MAGAZINE OF CONCRETE RESEARCH,2022,2.7,4613, 48.64 ,,,,,,
Magnetochemistry,2022,2.7,4614, 48.66 ,,,,,,
MATHEMATICAL PROGRAMMING,2022,2.7,4615, 48.67 ,,,,,,
MECCANICA,2022,2.7,4616, 48.68 ,,,,,,
Medicina del Lavoro,2022,2.7,4617, 48.69 ,,,,,,
MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,2022,2.7,4618, 48.70 ,,,,,,
METEOROLOGICAL APPLICATIONS,2022,2.7,4619, 48.71 ,,,,,,
MIDWIFERY,2022,2.7,4620, 48.72 ,,,,,,
MINERALOGICAL MAGAZINE,2022,2.7,4621, 48.73 ,,,,,,
MUTAGENESIS,2022,2.7,4622, 48.74 ,,,,,,
Natural Hazards Review,2022,2.7,4623, 48.75 ,,,,,,
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,2022,2.7,4624, 48.76 ,,,,,,
NEUROBIOLOGY OF LEARNING AND MEMORY,2022,2.7,4625, 48.77 ,,,,,,
NEUROLOGY INDIA,2022,2.7,4626, 48.78 ,,,,,,
NEUROPSYCHOLOGICAL REHABILITATION,2022,2.7,4627, 48.79 ,,,,,,
Nuclear Engineering and Technology,2022,2.7,4628, 48.80 ,,,,,,
Nursing & Health Sciences,2022,2.7,4629, 48.81 ,,,,,,
OECOLOGIA,2022,2.7,4630, 48.82 ,,,,,,
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,2022,2.7,4631, 48.83 ,,,,,,
Operational Research,2022,2.7,4632, 48.85 ,,,,,,
OPERATIONS RESEARCH,2022,2.7,4633, 48.86 ,,,,,,
OPTICAL FIBER TECHNOLOGY,2022,2.7,4634, 48.87 ,,,,,,
OR SPECTRUM,2022,2.7,4635, 48.88 ,,,,,,
ORYX,2022,2.7,4636, 48.89 ,,,,,,
OZONE-SCIENCE & ENGINEERING,2022,2.7,4637, 48.90 ,,,,,,
PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,2022,2.7,4638, 48.91 ,,,,,,
PALEOBIOLOGY,2022,2.7,4639, 48.92 ,,,,,,
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,2022,2.7,4640, 48.93 ,,,,,,
PeerJ,2022,2.7,4641, 48.94 ,,,,,,
Photonics and Nanostructures-Fundamentals and Applications,2022,2.7,4642, 48.95 ,,,,,,
PHOTOSYNTHETICA,2022,2.7,4643, 48.96 ,,,,,,
Physical Review Fluids,2022,2.7,4644, 48.97 ,,,,,,
PHYSICS-USPEKHI,2022,2.7,4645, 48.98 ,,,,,,
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,2022,2.7,4646, 48.99 ,,,,,,
PLANT PATHOLOGY,2022,2.7,4647, 49.00 ,,,,,,
PLANTA MEDICA,2022,2.7,4648, 49.01 ,,,,,,
Polymer-Plastics Technology and Materials,2022,2.7,4649, 49.02 ,,,,,,
Presse Medicale,2022,2.7,4650, 49.04 ,,,,,,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,2022,2.7,4651, 49.05 ,,,,,,
Progress in Nuclear Energy,2022,2.7,4652, 49.06 ,,,,,,
Psychiatry Investigation,2022,2.7,4653, 49.07 ,,,,,,
Quaternary Geochronology,2022,2.7,4654, 49.08 ,,,,,,
Regenerative Medicine,2022,2.7,4655, 49.09 ,,,,,,
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2022,2.7,4656, 49.10 ,,,,,,
Reviews in Cardiovascular Medicine,2022,2.7,4657, 49.11 ,,,,,,
Rivista di Psichiatria,2022,2.7,4658, 49.12 ,,,,,,
ROBOTICA,2022,2.7,4659, 49.13 ,,,,,,
Romanian Reports in Physics,2022,2.7,4660, 49.14 ,,,,,,
Saudi Journal of Gastroenterology,2022,2.7,4661, 49.15 ,,,,,,
SCOTTISH MEDICAL JOURNAL,2022,2.7,4662, 49.16 ,,,,,,
SEMINARS IN NEUROLOGY,2022,2.7,4663, 49.17 ,,,,,,
Seminars in Pediatric Neurology,2022,2.7,4664, 49.18 ,,,,,,
SEMINARS IN REPRODUCTIVE MEDICINE,2022,2.7,4665, 49.19 ,,,,,,
SINGAPORE MEDICAL JOURNAL,2022,2.7,4666, 49.20 ,,,,,,
SKIN PHARMACOLOGY AND PHYSIOLOGY,2022,2.7,4667, 49.21 ,,,,,,
SLAS Technology,2022,2.7,4668, 49.22 ,,,,,,
STEROIDS,2022,2.7,4669, 49.24 ,,,,,,
STUDIES IN APPLIED MATHEMATICS,2022,2.7,4670, 49.25 ,,,,,,
Surface Topography-Metrology and Properties,2022,2.7,4671, 49.26 ,,,,,,
Symmetry-Basel,2022,2.7,4672, 49.27 ,,,,,,
TRANSPORT IN POROUS MEDIA,2022,2.7,4673, 49.28 ,,,,,,
Trends in Hearing,2022,2.7,4674, 49.29 ,,,,,,
Urban Water Journal,2022,2.7,4675, 49.30 ,,,,,,
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,2022,2.7,4676, 49.31 ,,,,,,
VOX SANGUINIS,2022,2.7,4677, 49.32 ,,,,,,
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,2022,2.7,4678, 49.33 ,,,,,,
WATER SCIENCE AND TECHNOLOGY,2022,2.7,4679, 49.34 ,,,,,,
WORLDS POULTRY SCIENCE JOURNAL,2022,2.7,4680, 49.35 ,,,,,,
YALE JOURNAL OF BIOLOGY AND MEDICINE,2022,2.7,4681, 49.36 ,,,,,,
Zoological Letters,2022,2.7,4682, 49.37 ,,,,,,
ACTA PHYSIOLOGIAE PLANTARUM,2022,2.6,4683, 49.38 ,,,,,,
Actuators,2022,2.6,4684, 49.39 ,,,,,,
Advances in Concrete Construction,2022,2.6,4685, 49.40 ,,,,,,
ADVANCES IN SPACE RESEARCH,2022,2.6,4686, 49.41 ,,,,,,
ADVANCES IN STRUCTURAL ENGINEERING,2022,2.6,4687, 49.43 ,,,,,,
Aerospace,2022,2.6,4688, 49.44 ,,,,,,
Aging Male,2022,2.6,4689, 49.45 ,,,,,,
Agricultural & Environmental Letters,2022,2.6,4690, 49.46 ,,,,,,
Agroecology and Sustainable Food Systems,2022,2.6,4691, 49.47 ,,,,,,
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,2022,2.6,4692, 49.48 ,,,,,,
American Journal of Rhinology & Allergy,2022,2.6,4693, 49.49 ,,,,,,
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,2022,2.6,4694, 49.50 ,,,,,,
ANNALS OF APPLIED BIOLOGY,2022,2.6,4695, 49.51 ,,,,,,
ANNALS OF NUCLEAR MEDICINE,2022,2.6,4696, 49.52 ,,,,,,
Annals of Work Exposures and Health,2022,2.6,4697, 49.53 ,,,,,,
ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,2022,2.6,4698, 49.54 ,,,,,,
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,2022,2.6,4699, 49.55 ,,,,,,
ARCHIVES OF GYNECOLOGY AND OBSTETRICS,2022,2.6,4700, 49.56 ,,,,,,
Arquivos Brasileiros de Cardiologia,2022,2.6,4701, 49.57 ,,,,,,
ARTIFICIAL LIFE,2022,2.6,4702, 49.58 ,,,,,,
Aslib Journal of Information Management,2022,2.6,4703, 49.59 ,,,,,,
BEHAVIOR GENETICS,2022,2.6,4704, 49.60 ,,,,,,
BioImpacts,2022,2.6,4705, 49.62 ,,,,,,
BIOLOGICAL PSYCHOLOGY,2022,2.6,4706, 49.63 ,,,,,,
BIOMARKERS,2022,2.6,4707, 49.64 ,,,,,,
BMC Neurology,2022,2.6,4708, 49.65 ,,,,,,
BMC Veterinary Research,2022,2.6,4709, 49.66 ,,,,,,
BMJ Paediatrics Open,2022,2.6,4710, 49.67 ,,,,,,
Breast Cancer-Targets and Therapy,2022,2.6,4711, 49.68 ,,,,,,
BRITISH DENTAL JOURNAL,2022,2.6,4712, 49.69 ,,,,,,
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,2022,2.6,4713, 49.70 ,,,,,,
BRITISH JOURNAL OF RADIOLOGY,2022,2.6,4714, 49.71 ,,,,,,
BSGF-Earth Sciences Bulletin,2022,2.6,4715, 49.72 ,,,,,,
CANADIAN JOURNAL OF REMOTE SENSING,2022,2.6,4716, 49.73 ,,,,,,
Cancer Control,2022,2.6,4717, 49.74 ,,,,,,
Cancer Epidemiology,2022,2.6,4718, 49.75 ,,,,,,
CANCER NURSING,2022,2.6,4719, 49.76 ,,,,,,
CELL BIOCHEMISTRY AND BIOPHYSICS,2022,2.6,4720, 49.77 ,,,,,,
CHROMOSOME RESEARCH,2022,2.6,4721, 49.78 ,,,,,,
CLINICAL RADIOLOGY,2022,2.6,4722, 49.79 ,,,,,,
Clinical Simulation in Nursing,2022,2.6,4723, 49.80 ,,,,,,
Cognition Technology & Work,2022,2.6,4724, 49.82 ,,,,,,
COGNITIVE PSYCHOLOGY,2022,2.6,4725, 49.83 ,,,,,,
COMPOSITE INTERFACES,2022,2.6,4726, 49.84 ,,,,,,
COMPUTATIONAL & APPLIED MATHEMATICS,2022,2.6,4727, 49.85 ,,,,,,
CONTINUUM MECHANICS AND THERMODYNAMICS,2022,2.6,4728, 49.86 ,,,,,,
COPEIA,2022,2.6,4729, 49.87 ,,,,,,
CURRENT GENOMICS,2022,2.6,4730, 49.88 ,,,,,,
CURRENT MICROBIOLOGY,2022,2.6,4731, 49.89 ,,,,,,
Current Oncology,2022,2.6,4732, 49.90 ,,,,,,
CURRENT ORGANIC CHEMISTRY,2022,2.6,4733, 49.91 ,,,,,,
CURRENT PROBLEMS IN CANCER,2022,2.6,4734, 49.92 ,,,,,,
Current Urology Reports,2022,2.6,4735, 49.93 ,,,,,,
Diagnostic Pathology,2022,2.6,4736, 49.94 ,,,,,,
DISEASES OF THE ESOPHAGUS,2022,2.6,4737, 49.95 ,,,,,,
DRUG AND CHEMICAL TOXICOLOGY,2022,2.6,4738, 49.96 ,,,,,,
DYSPHAGIA,2022,2.6,4739, 49.97 ,,,,,,
Ecohydrology,2022,2.6,4740, 49.98 ,,,,,,
ECOHYDROLOGY & HYDROBIOLOGY,2022,2.6,4741, 49.99 ,,,,,,
Ecology and Evolution,2022,2.6,4742, 50.01 ,,,,,,
ECONOMIC BOTANY,2022,2.6,4743, 50.02 ,,,,,,
EPILEPSY & BEHAVIOR,2022,2.6,4744, 50.03 ,,,,,,
EURASIP Journal on Wireless Communications and Networking,2022,2.6,4745, 50.04 ,,,,,,
EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,2022,2.6,4746, 50.05 ,,,,,,
EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,2022,2.6,4747, 50.06 ,,,,,,
European Journal of Obstetrics & Gynecology and Reproductive Biology,2022,2.6,4748, 50.07 ,,,,,,
EUROPEAN JOURNAL OF ORTHODONTICS,2022,2.6,4749, 50.08 ,,,,,,
European Journal of Wood and Wood Products,2022,2.6,4750, 50.09 ,,,,,,
Evolutionary Bioinformatics,2022,2.6,4751, 50.10 ,,,,,,
EXPERIMENTAL HEMATOLOGY,2022,2.6,4752, 50.11 ,,,,,,
FEBS Open Bio,2022,2.6,4753, 50.12 ,,,,,,
FISHERIES OCEANOGRAPHY,2022,2.6,4754, 50.13 ,,,,,,
FLAVOUR AND FRAGRANCE JOURNAL,2022,2.6,4755, 50.14 ,,,,,,
FLUID PHASE EQUILIBRIA,2022,2.6,4756, 50.15 ,,,,,,
FOLIA MICROBIOLOGICA,2022,2.6,4757, 50.16 ,,,,,,
Frontiers in Pediatrics,2022,2.6,4758, 50.17 ,,,,,,
G3-Genes Genomes Genetics,2022,2.6,4759, 50.18 ,,,,,,
GEMS & GEMOLOGY,2022,2.6,4760, 50.20 ,,,,,,
Genetic Programming and Evolvable Machines,2022,2.6,4761, 50.21 ,,,,,,
GEOPHYSICAL PROSPECTING,2022,2.6,4762, 50.22 ,,,,,,
Global Health Action,2022,2.6,4763, 50.23 ,,,,,,
Groundwater,2022,2.6,4764, 50.24 ,,,,,,
Heart Lung and Circulation,2022,2.6,4765, 50.25 ,,,,,,
